,Date,Signal,Open,High,Low,Close,Volume,NYSE_Close,RUSS_Close,NASDAQ_Close,DJI_Close,FTSE_Close,GOLD_Close,N225_Close,USDCNY_Close,USDEUR_Close,USDGBP_Close,USDJPY_Close
19,09-12-09,1,1091.07,1097.04,1085.89,1095.95,4115410000,7067.62,598.03,2183.73,10337.05,5203.9,1128.6,10004.72,6.8184,0.6785,0.6142,88.09
20,10-12-09,1,1098.69,1106.25,1098.69,1102.35,3996490000,7104.5,595.38,2190.86,10405.83,5244.4,1131.03,9862.82,6.8166,0.6789,0.6142,88.23
21,11-12-09,1,1103.96,1108.5,1101.34,1106.41,3791090000,7125.12,600.37,2190.31,10471.5,5261.6,1115.38,10107.87,6.8178,0.684,0.6153,89.09
22,14-12-09,2,1107.84,1114.76,1107.84,1114.11,4548490000,7186.49,609.79,2212.1,10501.05,5315.3,1126.78,10105.68,6.8193,0.6823,0.6131,88.69
23,15-12-09,1,1114.11,1114.11,1105.35,1107.93,5045100000,7141.44,606.31,2201.05,10452,5285.8,1125.1,10083.48,6.8186,0.6877,0.6146,89.511
24,16-12-09,2,1108.61,1116.21,1107.96,1109.18,4829820000,7180.77,611.21,2206.91,10441.12,5320.3,1137.9,10177.41,6.8187,0.6884,0.6124,89.85
25,17-12-09,1,1106.36,1106.36,1095.88,1096.08,7615070000,7063.75,604.25,2180.05,10308.26,5217.6,1098.9,10163.8,6.8196,0.697,0.6187,89.64
26,18-12-09,1,1097.86,1103.74,1093.88,1102.47,6325890000,7086.19,610.57,2211.69,10328.89,5196.8,1113.2,10142.05,6.8185,0.6969,0.6194,90.44
27,21-12-09,1,1105.31,1117.68,1105.31,1114.05,3977340000,7147.15,618.6,2237.66,10414.14,5294,1093.45,10183.47,6.8184,0.6999,0.6228,91.057
28,22-12-09,1,1114.51,1120.27,1114.51,1118.02,3641130000,7184.18,623.6,2252.67,10464.93,5328.7,1083.9,10378.03,6.819,0.7015,0.6262,91.805
29,23-12-09,1,1118.84,1121.58,1116,1120.59,3166870000,7217.2,630.98,2269.64,10466.44,5372.4,1087.65,,6.818,0.6975,0.6262,91.64
30,24-12-09,1,1121.08,1126.48,1121.08,1126.48,1267710000,7255,634.07,2285.69,10520.09,5402.4,1105.5,10536.92,6.833,0.6952,0.626,91.444
31,28-12-09,2,1127.53,1130.38,1123.51,1127.78,2716400000,7261.24,633.75,2291.08,10547.08,,1107.1,10634.23,6.8199,0.6956,0.6249,91.69
32,29-12-09,1,1128.55,1130.38,1126.08,1126.2,2491020000,7252.19,633.18,2288.4,10545.41,5437.6,1096.83,10638.06,6.8187,0.6972,0.6288,91.97
33,30-12-09,2,1125.53,1126.42,1121.94,1126.42,2277300000,7241.24,633.41,2291.28,10548.51,5397.9,1092.9,10546.44,6.8172,0.6973,0.622,92.42
34,31-12-09,1,1126.6,1127.64,1114.81,1115.1,2076990000,7184.96,625.39,2269.15,10428.05,5412.9,1096.98,,6.8305,0.698,0.618,92.91
35,04-01-10,1,1116.56,1133.87,1116.56,1132.99,3991400000,7326.74,640.1,2308.42,10583.96,5500.3,1121.28,10654.79,6.8169,0.6933,0.6206,92.495
36,05-01-10,1,1132.66,1136.63,1129.66,1136.52,2491020000,7354.87,638.49,2308.71,10572.02,5522.5,1118.05,10681.83,6.817,0.6961,0.6254,91.585
37,06-01-10,1,1135.71,1139.19,1133.95,1137.14,4972660000,7377.7,637.95,2301.09,10573.68,5530,1138.25,10731.45,6.8183,0.6942,0.6241,92.356
38,07-01-10,1,1136.27,1142.46,1131.32,1141.69,5270680000,7393.93,641.97,2300.05,10606.86,5526.7,1131.75,10681.66,6.8178,0.6984,0.6276,93.39
39,08-01-10,1,1140.52,1145.39,1136.22,1144.98,4389590000,7425.35,644.56,2317.17,10618.19,5534.2,1138.23,10798.32,6.8175,0.6939,0.6241,92.66
40,11-01-10,2,1145.96,1149.74,1142.02,1146.98,4255780000,7449.05,643.99,2312.41,10663.99,5538.1,1151.85,,6.8165,0.6891,0.6206,92.092
41,12-01-10,1,1143.81,1143.81,1131.77,1136.22,4716160000,7370.45,635.5,2282.31,10627.26,5498.7,1128.48,10879.14,6.8166,0.6908,0.6191,91.08
42,13-01-10,1,1137.31,1148.4,1133.18,1145.68,4170360000,7430.14,643.56,2307.9,10680.77,5473.5,1138.18,10735.03,6.8168,0.6885,0.614,91.433
43,14-01-10,2,1145.68,1150.41,1143.8,1148.46,3915200000,7448.52,646.43,2316.74,10710.55,5498.2,1142.75,10907.68,6.817,0.6897,0.6122,91.267
44,15-01-10,1,1147.72,1147.77,1131.39,1136.03,4758730000,7356.79,637.96,2287.99,10609.65,5455.4,1130.93,10982.1,6.817,0.6949,0.6146,90.75
45,19-01-10,2,1136.03,1150.45,1135.77,1150.23,4724830000,7443.68,649.15,2320.4,10725.43,5513.1,1138.35,10764.9,6.8168,0.7002,0.6114,91.199
46,20-01-10,2,1147.95,1147.95,1129.25,1138.04,4810560000,7329.83,639.61,2291.25,10603.15,5420.8,1111.3,10737.52,6.8173,0.7087,0.6136,91.192
47,21-01-10,2,1138.68,1141.58,1114.84,1116.48,6874290000,7174.46,628.36,2265.7,10389.88,5335.1,1094.05,10868.41,6.8177,0.7094,0.6171,90.393
48,22-01-10,1,1115.49,1115.49,1090.18,1091.76,6208650000,7030.61,617.12,2205.29,10172.98,5303,1093.23,10590.55,6.817,0.7072,0.6207,89.81
49,25-01-10,2,1092.4,1102.97,1092.4,1096.78,4481390000,7073.13,618.11,2210.8,10196.86,5260.3,1098.4,10512.69,6.8169,0.7067,0.6154,90.415
50,26-01-10,1,1095.8,1103.69,1089.86,1092.17,4731910000,7028.32,612.16,2203.73,10194.29,5276.9,1097.65,10325.28,6.8166,0.7101,0.6193,89.63
51,27-01-10,2,1091.94,1099.51,1083.11,1097.5,5319120000,7035.61,618.38,2221.41,10236.16,5217.5,1087.95,10252.08,6.817,0.7127,0.6181,89.95
52,28-01-10,2,1096.93,1100.22,1078.46,1084.53,5452400000,6956.99,607.93,2179,10120.46,5145.7,1086.95,10414.29,6.8169,0.7159,0.6195,89.778
53,29-01-10,1,1087.61,1096.45,1071.59,1073.87,5412850000,6883.78,602.04,2147.35,10067.33,5188.5,1081.2,10198.04,6.8169,0.7211,0.6256,90.27
54,01-02-10,1,1073.89,1089.38,1073.89,1089.19,4077610000,7008.23,609.25,2171.2,10185.53,5247.4,1105.55,10205.02,6.817,0.718,0.6269,90.76
55,02-02-10,2,1090.05,1104.73,1087.96,1103.32,4749540000,7101.44,614.05,2190.06,10296.85,5283.3,1114.45,10371.09,6.815,0.7155,0.6253,90.428
56,03-02-10,2,1100.67,1102.72,1093.97,1097.28,4285450000,7042.62,610.66,2190.91,10270.55,5253.2,1109.8,10404.33,6.8169,0.7194,0.6281,90.84
57,04-02-10,1,1097.25,1097.25,1062.78,1063.11,5859690000,6787.86,589.68,2125.43,10002.18,5139.3,1063.53,10355.98,6.8169,0.7275,0.6341,89.41
58,05-02-10,2,1064.12,1067.13,1044.5,1066.19,6438900000,6782.75,592.98,2141.12,10012.23,5060.9,1066.25,10057.09,6.8185,0.731,0.6387,89.22
59,08-02-10,1,1065.51,1071.2,1056.51,1056.74,4089820000,6713.87,586.49,2126.05,9908.39,5092.3,1062.85,9951.82,6.817,0.7323,0.642,89.22
60,09-02-10,2,1060.06,1079.28,1060.06,1070.52,5114260000,6835.16,595.17,2150.87,10058.64,5111.8,1078.1,9932.9,6.8166,0.7256,0.6372,89.768
61,10-02-10,1,1069.68,1073.67,1059.34,1068.13,4251450000,6819.12,595.82,2147.87,10038.38,5132,1072.1,9963.99,6.819,0.7271,0.6405,89.93
62,11-02-10,2,1067.1,1080.04,1060.59,1078.47,4400870000,6898.72,605.46,2177.41,10144.19,5161.5,1095.47,,6.8238,0.7309,0.6369,89.81
63,12-02-10,1,1075.95,1077.81,1062.97,1075.51,4160680000,6874.56,610.72,2183.53,10099.14,5142.5,1097.1,10092.19,6.8235,0.7334,0.637,89.95
64,16-02-10,1,1079.13,1095.67,1079.13,1094.87,4080770000,7013.35,620.84,2214.19,10268.81,5244.1,1119.4,10034.25,6.8234,0.7264,0.6333,90.244
65,17-02-10,1,1096.14,1101.03,1094.72,1099.51,4259230000,7035.2,624.83,2226.29,10309.24,5276.6,1106.85,10306.83,6.8234,0.7349,0.6377,91.05
66,18-02-10,1,1099.03,1108.24,1097.48,1106.75,3878620000,7080.38,629.32,2241.71,10392.9,5325.1,1109,10335.69,6.8234,0.7429,0.6484,91.977
67,19-02-10,2,1105.49,1112.42,1100.8,1109.17,3944280000,7083.25,631.62,2243.87,10402.35,5358.2,1119.2,10123.58,6.8191,0.7345,0.6467,91.54
68,22-02-10,2,1110,1112.29,1105.38,1108.01,3814440000,7078.53,632.25,2242.03,10383.38,5352.1,1114.28,10400.47,6.8179,0.735,0.6457,91.235
69,23-02-10,1,1107.49,1108.58,1092.18,1094.6,4521050000,6974.6,625.07,2213.44,10282.41,5315.1,1103.33,10352.1,6.8182,0.7393,0.6474,90.16
70,24-02-10,2,1095.89,1106.42,1095.5,1105.24,4168360000,7030.67,630.43,2235.9,10374.16,5342.9,1097.63,10198.83,6.817,0.7384,0.6486,90.279
71,25-02-10,1,1101.24,1103.5,1086.02,1102.94,4521130000,7013.45,630.46,2234.22,10321.03,5278.2,1106.2,10101.96,6.8169,0.7388,0.656,89.27
72,26-02-10,1,1103.1,1107.24,1097.56,1104.49,3945190000,7035.04,628.56,2238.26,10325.26,5354.5,1117.59,10126.03,6.8167,0.7336,0.6562,88.921
73,01-03-10,1,1105.36,1116.11,1105.36,1115.71,3847640000,7100.75,642.65,2273.57,10403.79,5405.9,1118.85,10172.06,6.8164,0.7373,0.6676,89.15
74,02-03-10,1,1117.01,1123.46,1116.51,1118.31,4134680000,7135.97,648.31,2280.79,10405.98,5484.1,1134.65,10221.84,6.8175,0.7342,0.6654,88.74
75,03-03-10,1,1119.36,1125.64,1116.58,1118.79,3951320000,7164.66,649.26,2280.68,10396.76,5533.2,1139.95,10253.14,6.8159,0.7298,0.6621,88.57
76,04-03-10,1,1119.12,1123.73,1116.66,1122.97,3945010000,7173.07,652.47,2292.31,10444.14,5527.2,1132.1,10145.72,6.8166,0.7362,0.6651,89.16
77,05-03-10,2,1125.12,1139.38,1125.12,1138.7,4133000000,7291.31,666.02,2326.35,10566.2,5599.8,1134.9,10368.96,6.8165,0.7337,0.6608,90.22
78,08-03-10,1,1138.4,1141.05,1136.77,1138.5,3774680000,7292.53,667.11,2332.21,10552.52,5606.7,1123.63,10585.92,6.817,0.7344,0.6648,90.286
79,09-03-10,1,1137.56,1145.37,1134.9,1140.45,5185570000,7294.02,669.63,2340.68,10564.38,5602.3,1121.85,10567.65,6.8174,0.7349,0.6659,89.989
80,10-03-10,1,1140.22,1148.26,1140.09,1145.61,5469120000,7327.67,674.93,2358.95,10567.33,5640.6,1108.5,10563.92,6.8161,0.733,0.668,90.47
81,11-03-10,2,1143.96,1150.24,1138.99,1150.24,4669060000,7353.24,677.22,2368.46,10611.84,5617.3,1109.55,10664.95,6.8162,0.7307,0.6635,90.648
82,12-03-10,1,1151.71,1153.41,1146.97,1149.99,4928160000,7362.85,676.59,2367.66,10624.69,5625.7,1101.85,10751.26,6.8154,0.7262,0.6572,90.54
83,15-03-10,1,1148.53,1150.98,1141.45,1150.51,4164110000,7350.96,674.41,2362.21,10642.15,5593.9,1108.45,10751.98,6.8161,0.7311,0.6643,90.32
84,16-03-10,1,1150.83,1160.28,1150.35,1159.46,4369770000,7426.7,679.58,2378.01,10685.98,5620.4,1127.78,10721.71,6.816,0.7263,0.6563,90.29
85,17-03-10,2,1159.94,1169.84,1159.94,1166.21,4963200000,7474.13,683.98,2389.09,10733.67,5644.6,1120.43,10846.98,6.817,0.7279,0.6528,90.403
86,18-03-10,2,1166.13,1167.77,1161.16,1165.83,4234510000,7443.57,681.61,2391.28,10779.17,5642.6,1127.4,10744.03,6.8175,0.7345,0.6556,90.48
87,19-03-10,1,1166.68,1169.2,1155.33,1159.9,5212410000,7386.85,673.89,2374.41,10741.98,5650.1,1107.05,10824.72,6.8165,0.7387,0.6659,90.52
88,22-03-10,1,1157.25,1167.82,1152.88,1165.81,4261680000,7419.02,682.91,2395.4,10785.89,5644.5,1102.2,,6.8168,0.7371,0.6619,90.34
89,23-03-10,2,1166.47,1174.72,1163.83,1174.17,4411640000,7478.86,690.3,2415.24,10888.83,5673.6,1105.18,10774.15,6.8166,0.7425,0.6657,90.366
90,24-03-10,2,1172.7,1173.04,1166.01,1167.72,4705750000,7408.16,683.68,2398.76,10836.15,5677.9,1086.7,10815.03,6.8171,0.7501,0.6712,92.014
91,25-03-10,1,1170.03,1180.69,1165.09,1165.73,5668900000,7385.6,679.1,2397.41,10841.21,5727.7,1090.5,10828.85,6.8174,0.7515,0.6736,92.513
92,26-03-10,1,1167.58,1173.93,1161.48,1166.59,4708420000,7403.58,678.97,2395.13,10850.36,5703,1107.25,10996.37,6.817,0.7457,0.6712,92.507
93,29-03-10,1,1167.71,1174.85,1167.71,1173.22,4375580000,7464.9,682.25,2404.36,10895.86,5710.7,1109.78,10986.47,6.8167,0.7418,0.6675,92.49
94,30-03-10,2,1173.75,1177.83,1168.92,1173.27,4085000000,7460.72,683.94,2410.69,10907.42,5672.3,1103.55,11097.14,6.8161,0.7449,0.6634,92.82
95,31-03-10,1,1171.75,1174.56,1165.77,1169.43,4484340000,7447.8,678.64,2397.96,10856.63,5679.6,1113.25,11089.94,6.8159,0.7403,0.6586,93.52
96,01-04-10,1,1171.23,1181.43,1170.69,1178.1,4006870000,7539.05,683.98,2402.58,10927.07,5744.9,1126.78,11244.4,6.8164,0.7362,0.6539,93.85
97,05-04-10,1,1178.71,1187.73,1178.71,1187.44,3881620000,7600.93,697.65,2429.53,10973.55,,1131.85,11339.3,6.8164,0.7413,0.6537,94.33
98,06-04-10,2,1186.01,1191.8,1182.77,1189.44,4086180000,7604.44,701.48,2436.81,10969.99,5780.4,1134.28,11282.32,6.816,0.7462,0.6548,93.794
99,07-04-10,1,1188.23,1189.6,1177.25,1182.45,5101430000,7546.18,699.46,2431.16,10897.52,5762.1,1149.4,11292.83,6.8154,0.7491,0.6561,93.309
100,08-04-10,1,1181.75,1188.55,1175.12,1186.44,4726970000,7565.33,699.64,2436.81,10927.07,5712.7,1150.61,11168.2,6.8155,0.7484,0.6543,93.42
101,09-04-10,1,1187.47,1194.66,1187.15,1194.37,4511570000,7629.05,702.95,2454.05,10997.35,5771,1161.75,11204.34,6.8134,0.7407,0.6506,93.16
102,12-04-10,1,1194.94,1199.2,1194.71,1196.48,4607090000,7641.75,705.06,2457.87,11005.97,5777.7,1156.3,11251.9,6.8159,0.7355,0.6504,93.183
103,13-04-10,1,1195.94,1199.04,1188.82,1197.3,5403580000,7638.35,707.03,2465.99,11019.42,5761.7,1150.68,11161.23,6.8161,0.7348,0.6503,93.18
104,14-04-10,1,1198.69,1210.65,1198.69,1210.65,5760040000,7728.96,722.4,2504.86,11123.11,5796.3,1155.4,11204.9,6.8159,0.7323,0.6463,93.318
105,15-04-10,2,1210.77,1213.92,1208.5,1211.67,5995330000,7719.66,724.21,2515.69,11144.57,5825,1159.26,11273.79,6.8158,0.7367,0.6466,93.04
106,16-04-10,1,1210.17,1210.17,1186.77,1192.13,8108470000,7584.62,714.62,2481.26,11018.66,5744,1137.41,11102.18,6.8161,0.7405,0.6509,92.15
107,19-04-10,1,1192.06,1197.87,1183.68,1197.52,6597740000,7596.56,711.4,2480.11,11092.05,5727.9,1135.75,10908.77,6.816,0.7414,0.6521,92.46
108,20-04-10,2,1199.04,1208.58,1199.04,1207.17,5316590000,7669.11,721.55,2500.31,11117.06,5783.7,1140.76,10900.68,6.8159,0.7443,0.6509,93.171
109,21-04-10,1,1207.16,1210.99,1198.85,1205.94,5724310000,7644.67,726.19,2504.61,11124.92,5723.4,1146.78,11090.05,6.8171,0.7468,0.6488,93.054
110,22-04-10,1,1202.52,1210.27,1190.19,1208.67,6035780000,7642.83,734.31,2519.07,11134.29,5665.3,1141.58,10949.09,6.8164,0.7536,0.6504,93.398
111,23-04-10,2,1207.87,1217.28,1205.1,1217.28,5326060000,7701.61,741.92,2530.15,11204.28,5723.7,1157.73,10914.46,6.818,0.7472,0.6501,93.95
112,26-04-10,2,1217.07,1219.8,1211.07,1212.05,5647760000,7677.65,738.86,2522.95,11205.03,5753.9,1153.53,11165.79,6.8176,0.7462,0.6465,93.9
113,27-04-10,1,1209.92,1211.38,1181.62,1183.71,7454540000,7463.09,721.27,2471.47,10991.99,5603.5,1167.95,11212.66,6.8166,0.7593,0.6558,93.144
114,28-04-10,1,1184.59,1195.05,1181.81,1191.36,6342310000,7499.72,722.39,2471.73,11045.27,5586.6,1165.78,10924.79,6.815,0.7568,0.6577,93.96
115,29-04-10,2,1193.3,1209.36,1193.3,1206.78,6059410000,7589.29,737.74,2511.92,11167.32,5617.8,1167.03,,6.8158,0.754,0.6512,94.013
116,30-04-10,1,1206.77,1207.99,1186.32,1186.69,6048260000,7474.4,716.6,2461.19,11008.61,5553.3,1179.03,11057.4,6.816,0.752,0.6536,93.83
117,03-05-10,2,1188.58,1205.13,1188.58,1202.26,4938050000,7543.12,732.82,2498.74,11151.83,,1182.23,,6.815,0.7576,0.6558,94.692
118,04-05-10,2,1197.5,1197.5,1168.12,1173.6,6594720000,7337.25,709.7,2424.25,10926.77,5411.1,1171.01,,6.8163,0.7714,0.661,94.71
119,05-05-10,2,1169.24,1175.95,1158.15,1165.87,6795940000,7258.02,698.58,2402.29,10866.83,5341.9,1175.08,,6.8171,0.7803,0.6623,93.781
120,06-05-10,2,1164.38,1167.58,1065.79,1128.15,10617810000,7011.92,672.23,2319.64,10520.32,5261,1208.7,10695.69,6.8168,0.7916,0.6728,90.83
121,07-05-10,1,1127.04,1135.13,1094.15,1110.88,9472910000,6916.18,653,2265.64,10380.43,5123,1208.4,10364.59,6.8157,0.7839,0.6765,91.58
122,10-05-10,2,1122.27,1163.85,1122.27,1159.73,6893700000,7257.62,689.61,2374.67,10785.14,5387.4,1203.14,10530.7,6.8166,0.7825,0.6729,93.18
123,11-05-10,1,1156.39,1170.48,1147.71,1155.79,5842550000,7221.66,695.48,2375.31,10748.26,5334.2,1232.7,10411.1,6.8177,0.7918,0.6702,92.49
124,12-05-10,2,1155.43,1172.87,1155.43,1171.67,5225460000,7316.36,716.11,2425.02,10896.91,5383.5,1239,10394.03,6.8176,0.7912,0.674,93.169
125,13-05-10,2,1170.04,1173.57,1156.14,1157.44,4870640000,7234.37,709.85,2394.36,10782.95,5433.7,1232.65,10620.55,6.8176,0.7974,0.6843,92.777
126,14-05-10,1,1157.19,1157.19,1126.14,1135.68,6126400000,7077.64,693.98,2346.85,10620.16,5262.9,1232.98,10462.51,6.8166,0.8091,0.6878,92.46
127,17-05-10,2,1136.52,1141.88,1114.96,1136.94,5922920000,7063.83,695.71,2354.23,10625.83,5262.5,1222.3,10235.76,6.8177,0.8069,0.6906,92.55
128,18-05-10,2,1138.78,1148.66,1117.2,1120.8,6170840000,6959.21,682.75,2317.26,10510.95,5307.3,1225.18,10242.64,6.817,0.8211,0.6995,91.901
129,19-05-10,2,1119.57,1124.27,1100.66,1115.05,6765800000,6927.21,674.4,2298.37,10444.37,5158.1,1193.73,10186.84,6.8175,0.8069,0.6936,91.54
130,20-05-10,1,1107.34,1107.34,1071.58,1071.59,8328570000,6653,640.04,2204.01,10068.01,5073.1,1182.45,10030.31,6.8179,0.8013,0.6969,89.37
131,21-05-10,2,1067.26,1090.16,1055.9,1087.69,5452130000,6775.45,649.29,2229.04,10193.39,5062.9,1177.08,9784.54,6.8163,0.7957,0.6906,89.986
132,24-05-10,1,1084.78,1089.95,1072.7,1073.65,5224040000,6666.74,641.21,2213.55,10066.57,5069.6,1191.73,9758.4,6.8163,0.8097,0.694,90.19
133,25-05-10,2,1067.42,1074.75,1040.78,1074.03,7329580000,6665.83,640.02,2210.95,10043.75,4940.7,1204.35,9459.89,6.8213,0.81,0.6937,90.332
134,26-05-10,1,1075.51,1090.75,1065.59,1067.95,4521050000,6631.36,642.62,2195.88,9974.45,5038.1,1211.7,9522.66,6.818,0.8215,0.6952,89.97
135,27-05-10,2,1074.27,1103.52,1074.27,1103.06,5698460000,6893.29,670.51,2277.68,10258.99,5195.2,1212.63,9639.72,6.8205,0.8098,0.6868,90.879
136,28-05-10,2,1102.59,1102.59,1084.78,1089.41,4871210000,6791.57,661.61,2257.04,10136.63,5188.4,1214.73,9762.98,6.8203,0.8147,0.6919,91.052
137,01-06-10,1,1087.3,1094.77,1069.89,1070.71,5271480000,6661.1,640.96,2222.33,10024.02,5163.3,1225.78,9711.83,6.8188,0.8175,0.6818,91.1
138,02-06-10,1,1073.01,1098.56,1072.03,1098.38,5026360000,6839.61,660.52,2281.07,10249.54,5151.3,1223.55,9603.24,6.8213,0.8171,0.6826,92.19
139,03-06-10,2,1098.82,1105.67,1091.81,1102.83,4995970000,6860.39,667.37,2303.03,10255.28,5211.2,1206.55,9914.19,6.82,0.8217,0.6833,92.623
140,04-06-10,2,1098.43,1098.43,1060.5,1064.88,6180580000,6600.27,633.97,2219.17,9931.97,5126,1220.03,9901.19,6.8187,0.8353,0.6917,91.88
141,07-06-10,1,1065.84,1071.36,1049.86,1050.47,5467560000,6512.42,618.49,2173.9,9816.49,5069.1,1240.35,9520.8,6.8206,0.8387,0.6909,91.516
142,08-06-10,2,1050.81,1063.15,1042.17,1062,6192750000,6596.12,617.69,2170.57,9939.98,5028.2,1236.58,9537.94,6.8195,0.8353,0.6921,91.41
143,09-06-10,1,1062.75,1077.74,1052.25,1055.69,5983200000,6559.71,618.29,2158.85,9899.25,5085.9,1233.4,9439.13,6.8192,0.8339,0.6874,91.365
144,10-06-10,1,1058.77,1087.85,1058.77,1086.84,5144780000,6783.51,639.79,2218.71,10172.53,5132.5,1216.53,9542.65,6.8191,0.8258,0.6799,91.309
145,11-06-10,2,1082.65,1092.25,1077.12,1091.6,4059280000,6814.76,649,2243.6,10211.07,5163.7,1226.58,9705.25,6.8223,0.8255,0.6872,91.62
146,14-06-10,1,1095,1105.91,1089.03,1089.63,4425830000,6817.97,652.27,2243.96,10190.89,5202.1,1221.15,9879.85,6.8233,0.8185,0.6786,91.62
147,15-06-10,2,1091.21,1115.59,1091.21,1115.23,4644490000,6989.88,668.77,2305.88,10404.77,5217.8,1234.25,9887.89,6.8233,0.8117,0.6757,91.474
148,16-06-10,1,1114.02,1118.74,1107.13,1114.61,5002600000,6976.08,666.13,2305.93,10409.46,5237.9,1229.1,10067.15,6.8233,0.8122,0.6786,91.396
149,17-06-10,1,1115.98,1117.72,1105.87,1116.04,4557760000,6982.04,665.85,2307.16,10434.17,5253.9,1245.16,9999.4,6.8193,0.8076,0.675,90.84
150,18-06-10,2,1116.16,1121.01,1113.93,1117.51,4555360000,6988.25,666.92,2309.8,10450.64,5250.8,1256.8,9995.02,6.8186,0.8069,0.6743,90.7
151,21-06-10,2,1122.79,1131.23,1108.24,1113.2,4514360000,6978.86,660.03,2289.09,10442.41,5299.1,1233.65,10238.01,6.7871,0.812,0.6775,90.995
152,22-06-10,2,1113.9,1118.5,1094.18,1095.31,4514380000,6858.95,645.91,2261.8,10293.52,5247,1239.9,10112.89,6.802,0.8147,0.6748,90.54
153,23-06-10,2,1095.57,1099.64,1085.31,1092.04,4526150000,6850.05,644.25,2254.23,10298.44,5178.5,1237.33,9923.7,6.8004,0.8117,0.6681,89.91
154,24-06-10,1,1090.93,1090.93,1071.6,1073.69,4814830000,6730.24,633.17,2217.42,10152.8,5100.2,1243.35,9928.34,6.791,0.8105,0.6697,89.63
155,25-06-10,2,1075.1,1083.56,1067.89,1076.76,5128840000,6763.93,645.11,2223.48,10143.81,5046.5,1255.68,9737.48,6.7822,0.8082,0.6637,89.15
156,28-06-10,2,1077.5,1082.6,1071.45,1074.57,3896410000,6736.6,641.54,2220.65,10138.52,5071.7,1238.94,9693.94,6.7841,0.8145,0.6623,89.313
157,29-06-10,2,1071.1,1071.1,1035.18,1041.24,6136700000,6520.09,615.96,2135.18,9870.3,4914.2,1240.58,9570.67,6.789,0.8206,0.6643,88.649
