Date,Y,Open,High,Low,Close,Volume,NYSE_Close,RUSS_Close,NASDAQ_Close,DJI_Close,FTSE_Close,GOLD_Close,N225_Close,USDCNY_Close,USDEUR_Close,USDGBP_Close,USDJPY_Close
22-12-09,0.002296069,0.008289008,0.002314619,0.008289008,0.003557240,3641130000,0.005167711,0.008050277,0.006685502,0.004865169,0.006533202,-0.008772188,0.018925254,0.000088000,0.002283432,0.005444369,0.008181078
23-12-09,0.005242394,0.003877588,0.001168678,0.001336018,0.002296069,3166870000,0.004585680,0.011765029,0.007505049,0.000144281,0.008167430,0.003453758,0.018925254,-0.000146660,-0.005718386,0.005444369,-0.001798905
24-12-09,0.001153372,0.002000072,0.004359321,0.004541642,0.005242394,1267710000,0.005223820,0.004885192,0.007046720,0.005112814,0.005568563,0.016278316,0.015194209,0.002197642,-0.003302940,-0.000319438,-0.002141095
28-12-09,-0.001401965,0.005736893,0.003456133,0.002165207,0.001153372,2716400000,0.000859727,-0.000504804,0.002355374,0.002562282,0.005568563,0.001446263,0.009192763,-0.001919007,0.000575209,-0.001758734,0.002686559
29-12-09,0.000195328,0.000904223,0.003456133,0.002284862,-0.001401965,2491020000,-0.001247121,-0.000899813,-0.001170439,-0.000158350,0.006494488,-0.009319783,0.000360093,-0.000175971,0.002297531,0.006221604,0.003049115
30-12-09,-0.010100375,-0.002679587,-0.003509397,-0.003683245,0.000195328,2277300000,-0.001511030,0.000363180,0.001257730,0.000293924,-0.007327798,-0.003589487,-0.008649774,-0.000220007,0.000143421,-0.010873148,0.004880969
31-12-09,0.015916069,0.000950212,0.001082491,-0.006375343,-0.010100375,2076990000,-0.007802510,-0.012742467,-0.009705301,-0.011485327,0.002775005,0.003726236,-0.008649774,0.001949047,0.001003369,-0.006451635,0.005287877
04-01-10,0.003110806,-0.008951717,0.005509607,0.001568543,0.015916069,3991400000,0.019540717,0.023248959,0.017157996,0.014840357,0.016017643,0.021909940,0.010221194,-0.001993054,-0.006756297,0.004198295,-0.004476694
05-01-10,0.000545376,0.014316319,0.002431184,0.011664172,0.003110806,2491020000,0.003832009,-0.002518401,0.000125619,-0.001128759,0.004028020,-0.002884793,0.002534611,0.000014700,0.004030522,0.007704693,-0.009887086
06-01-10,0.003993283,0.002689157,0.002249740,0.003790410,0.000545376,4972660000,0.003099258,-0.000846103,-0.003306003,0.000157006,0.001357159,0.017905899,0.004634515,0.000190682,-0.002733225,-0.002080833,0.008383172
07-01-10,0.002877549,0.000492962,0.002866349,-0.002322020,0.003993283,5270680000,0.002197456,0.006281663,-0.000452062,0.003133067,-0.000596923,-0.005726888,-0.004650430,-0.000073300,0.006031901,0.005592409,0.011133598
08-01-10,0.001745232,0.003733331,0.002561358,0.004321871,0.002877549,4389590000,0.004240428,0.004026340,0.007415752,0.001067607,0.001356129,0.005709317,0.010862314,-0.000044000,-0.006464147,-0.005592409,-0.007847393
11-01-10,-0.009425438,0.004758415,0.003790639,0.005091661,0.001745232,4255780000,0.003186686,-0.000884715,-0.002056343,0.004304077,0.000704461,0.011894921,0.010862314,-0.000146692,-0.006941460,-0.005623860,-0.006148803
12-01-10,0.008291384,-0.001877918,-0.005171035,-0.009015845,-0.009425438,4716160000,-0.010607745,-0.013271107,-0.013102183,-0.003450247,-0.007139781,-0.020497751,0.007456628,0.000014700,0.002463948,-0.002419941,-0.011049836
13-01-10,0.002423567,-0.005698970,0.004004874,0.001245061,0.008291384,4170360000,0.008065938,0.012603172,0.011149932,0.005022530,-0.004593435,0.008558901,-0.013334968,0.000029300,-0.003335028,-0.008271882,0.003868222
14-01-10,-0.010882186,0.007332522,0.001748731,0.009328213,0.002423567,3915200000,0.002470654,0.004449654,0.003823005,0.002784309,0.004502500,0.004007143,0.015954902,0.000029300,0.001741402,-0.002935902,-0.001817187
15-01-10,0.012422194,0.001779019,-0.002297471,-0.010909087,-0.010882186,4758730000,-0.012391659,-0.013189332,-0.012487322,-0.009465273,-0.007814822,-0.010397335,0.006799546,0.000029300,0.007511230,0.003912623,-0.005680803
19-01-10,-0.010654438,-0.010237637,0.002332241,0.003863870,0.012422194,4724830000,0.011741654,0.017388229,0.014065882,0.010853593,0.010521135,0.006539542,-0.019975833,-0.000029300,0.007598058,-0.005220240,0.004935459
20-01-10,-0.019126605,0.010438015,-0.002175427,-0.005757139,-0.010654438,4810560000,-0.015413027,-0.014805199,-0.012642064,-0.011466430,-0.016883672,-0.024049344,-0.002546691,0.000073300,0.012066297,0.003591841,-0.000076800
21-01-10,-0.022389806,-0.008108046,-0.005564475,-0.012842799,-0.019126605,6874290000,-0.021424826,-0.017745365,-0.011213758,-0.020318871,-0.015935777,-0.015644094,0.012116266,0.000058700,0.000987237,0.005687835,-0.008800343
22-01-10,0.004587541,-0.020575927,-0.023119497,-0.022368077,-0.022389806,6208650000,-0.020254024,-0.018049756,-0.027024742,-0.021097070,-0.006034931,-0.000749790,-0.025898322,-0.000102679,-0.003106031,0.005816788,-0.006470503
25-01-10,-0.004212071,-0.020916660,-0.011287229,0.002034290,0.004587541,4481390000,0.006029625,0.001602941,0.002495421,0.002344644,-0.008084639,0.004717958,-0.007378995,-0.000014700,-0.000707264,-0.008575411,0.006713855
26-01-10,0.004868323,0.003107580,0.000652570,-0.002327863,-0.004212071,4731910000,-0.006355396,-0.009672749,-0.003203062,-0.000252070,0.003150745,-0.000683045,-0.017987842,-0.000044000,0.004799557,0.006317345,-0.008720097
27-01-10,-0.011888153,-0.003528759,-0.003794485,-0.006212715,0.004868323,5319120000,0.001036695,0.010109469,0.007990750,0.004098790,-0.011320444,-0.008876339,-0.007114645,0.000058700,0.003654769,-0.001939551,0.003563875
28-01-10,-0.009877767,0.004559438,0.000645534,-0.004302435,-0.011888153,5452400000,-0.011237487,-0.017043411,-0.019276073,-0.011367432,-0.013856946,-0.000919583,0.015698290,-0.000014700,0.004479918,0.002262444,-0.001914004
29-01-10,0.014165355,-0.008532741,-0.003432472,-0.006390571,-0.009877767,5412850000,-0.010578990,-0.009735855,-0.014631532,-0.005263590,0.008283224,-0.005304074,-0.020983357,-0.000014700,0.007237332,0.009798488,0.005465223
01-02-10,0.012889515,-0.012695058,-0.006468961,0.002144043,0.014165355,4077610000,0.017917253,0.011904804,0.011045486,0.011672558,0.011288078,0.022271413,0.000684211,0.000014700,-0.004308255,0.002075849,0.005413481
02-02-10,-0.005489426,0.014935997,0.013992234,0.013016813,0.012889515,4749540000,0.013212408,0.007847666,0.008648931,0.010869938,0.006818187,0.008018061,0.016142372,-0.000293427,-0.003487970,-0.002555504,-0.003664706
03-02-10,-0.031635816,0.009695519,-0.001821106,0.005508898,-0.005489426,4285450000,-0.008317320,-0.005536019,0.000388042,-0.002557447,-0.005713488,-0.004181191,0.003199938,0.000278758,0.005435932,0.004467855,0.004545763
04-02-10,0.002892972,-0.003112036,-0.004972805,-0.028925165,-0.031635816,5859690000,-0.036844537,-0.034960323,-0.030342848,-0.026477507,-0.021920531,-0.042586255,-0.004657935,0.000278758,0.011196468,0.009507281,-0.015867184
05-02-10,-0.008902849,-0.030658883,-0.027834248,-0.017349814,0.002892972,6438900000,-0.000753098,0.005580655,0.007354922,0.001004277,-0.015372550,0.002554256,-0.029286272,0.000234683,0.004799461,0.007228190,-0.002127303
08-02-10,0.012955814,0.001305391,0.003806714,0.011432721,-0.008902849,4089820000,-0.010207089,-0.011005054,-0.007063259,-0.010425473,0.006185262,-0.003193840,-0.010522409,-0.000220014,0.001776806,0.005153443,-0.002127303
09-02-10,-0.002235056,-0.005128047,0.007514637,0.003354487,0.012955814,5114260000,0.017904343,0.014691461,0.011606613,0.015050094,0.003821998,0.014246253,-0.001902969,-0.000058700,-0.009191367,-0.007504726,0.006123335
10-02-10,0.009633914,0.009034028,-0.005211466,-0.000679438,-0.002235056,4251450000,-0.002349448,0.001091529,-0.001395758,-0.002016220,0.003943854,-0.005580891,0.003125114,0.000352020,0.002065121,0.005165543,0.001803026
11-02-10,-0.002748402,-0.002414850,0.005915391,0.001179284,0.009633914,4400870000,0.011605456,0.016049892,0.013659444,0.010485381,0.005731788,0.021564153,0.003125114,0.000703668,0.005212632,-0.005636464,-0.001335262
12-02-10,0.017840667,0.008259304,-0.002066873,0.002241520,-0.002748402,4160680000,-0.003508246,0.008650089,0.002806736,-0.004450856,-0.003687892,0.001486840,0.012784264,-0.000044000,0.003414604,0.000156998,0.001557633
16-02-10,0.004228991,0.002951169,0.016434844,0.015088284,0.017840667,4080770000,0.019987834,0.016434811,0.013943815,0.016660874,0.019564293,0.020122493,-0.005757616,-0.000014700,-0.009590428,-0.005825412,0.003263153
17-02-10,0.006563167,0.015639757,0.004880057,0.014343462,0.004228991,4259230000,0.003110644,0.006406213,0.005449875,0.003929435,0.006178316,-0.011274684,0.026802541,-0.000014700,0.011633608,0.006923710,0.008891693
18-02-10,0.002184195,0.002633055,0.006527066,0.002518020,0.006563167,3878620000,0.006401459,0.007160259,0.006902445,0.008082300,0.009149540,0.001940565,0.002796172,-0.000014700,0.010827011,0.016639837,0.010129740
19-02-10,-0.001046374,0.005860703,0.003764651,0.003020546,0.002184195,3944280000,0.000405263,0.003648076,0.000963086,0.000908861,0.006196607,0.009155436,-0.020735598,-0.000630383,-0.011371451,-0.002625281,-0.004762511
22-02-10,-0.012176614,0.004071340,-0.000116869,0.004151979,-0.001046374,3814440000,-0.000666583,0.000996938,-0.000820348,-0.001825291,-0.001139091,-0.004405688,0.026983641,-0.000175992,0.000680504,-0.001547509,-0.003337440
23-02-10,0.009673506,-0.002263822,-0.003341036,-0.012013468,-0.012176614,4521050000,-0.014791281,-0.011421242,-0.012833839,-0.009771783,-0.006937181,-0.009875577,-0.004661600,0.000044000,0.005833293,0.002629342,-0.011852726
24-02-10,-0.002083164,-0.010529375,-0.001950339,0.003035181,0.009673506,4168360000,0.008007029,0.008538483,0.010095965,0.008883431,0.005216750,-0.005179570,-0.014916390,-0.000176015,-0.001218109,0.001851852,0.001319006
25-02-10,0.001404348,0.004869999,-0.002642631,-0.008691243,-0.002083164,4521130000,-0.002452273,0.000047600,-0.000751658,-0.005134538,-0.012183446,0.007777409,-0.009543543,-0.000014700,0.000541565,0.011344595,-0.011239390
26-02-10,0.010107284,0.001687580,0.003383486,0.010569897,0.001404348,3945190000,0.003073642,-0.003018223,0.001806604,0.000409759,0.014352198,0.010243863,0.002379872,-0.000029300,-0.007063327,0.000304832,-0.003917150
01-03-10,0.002327644,0.002046676,0.007978993,0.007081540,0.010107284,3847640000,0.009297036,0.022168764,0.015652505,0.007576843,0.009553621,0.001126791,0.004535410,-0.000044000,0.005030944,0.017223571,0.002572009
02-03-10,0.000429127,0.010484399,0.006563784,0.010036675,0.002327644,4134680000,0.004947779,0.008768724,0.003170591,0.000210478,0.014362047,0.014022861,0.004881862,0.000161362,-0.004213394,-0.003300828,-0.004609598
03-03-10,0.003729217,0.002101621,0.001938554,0.000062700,0.000429127,3951320000,0.004012416,0.001464276,-0.000048200,-0.000886422,0.008913314,0.004660168,0.003057392,-0.000234718,-0.006010947,-0.004971762,-0.001917546
04-03-10,0.013910300,-0.000214431,-0.001698254,0.000071600,0.003729217,3945010000,0.001173129,0.004931908,0.005086399,0.004546836,-0.001084952,-0.006910087,-0.010532058,0.000102696,0.008731297,0.004520803,0.006639309
05-03-10,-0.000175654,0.005347034,0.013830746,0.007547610,0.013910300,4133000000,0.016349492,0.020554539,0.014740473,0.011619172,0.013049525,0.002470226,0.021764786,-0.000014700,-0.003401595,-0.006486183,0.011818623
08-03-10,0.001711315,0.011734071,0.001464636,0.010301211,-0.000175654,3774680000,0.000167308,0.001635250,0.002515800,-0.001295533,0.001231428,-0.009980026,0.020708088,0.000073300,0.000953614,0.006035021,0.000731278
09-03-10,0.004514325,-0.000738150,0.003778838,-0.001646366,0.001711315,5185570000,0.000204298,0.003770371,0.003625170,0.001123271,-0.000785083,-0.001585407,-0.001727368,0.000058700,0.000680596,0.001653266,-0.003294969
10-03-10,0.004033370,0.002335609,0.002520024,0.004562665,0.004514325,5469120000,0.004602759,0.007883661,0.007775119,0.000279201,0.006813215,-0.011971358,-0.000353026,-0.000190707,-0.002588734,0.003148664,0.005330863
11-03-10,-0.000217370,0.003274701,0.001722863,-0.000965302,0.004033370,4669060000,0.003483439,0.003387201,0.004023350,0.004203193,-0.004139321,0.000946778,0.009518242,0.000014700,-0.003142723,-0.006759320,0.001965570
12-03-10,0.000452076,0.006751867,0.002752156,0.006981778,-0.000217370,4928160000,0.001306054,-0.000930707,-0.000337829,0.001210179,0.001494263,-0.006963942,0.008060293,-0.000117374,-0.006177520,-0.009540468,-0.001192132
15-03-10,0.007749057,-0.002764931,-0.002109019,-0.004824299,0.000452076,4164110000,-0.001616169,-0.003227242,-0.002304504,0.001641993,-0.005668666,0.005972058,0.000067000,0.000102703,0.006724790,0.010745469,-0.002432822
16-03-10,0.005804795,0.002000557,0.008047602,0.007766860,0.007749057,4369770000,0.010250698,0.007636726,0.006666382,0.004110071,0.004726117,0.017288456,-0.002819266,-0.000014700,-0.006587097,-0.012115853,-0.000332208
17-03-10,-0.000325895,0.007884858,0.008205632,0.008302036,0.005804795,4963200000,0.006366110,0.006453717,0.004648537,0.004452928,0.004296500,-0.006538558,0.011616042,0.000146703,0.002200524,-0.005347198,0.001250740
18-03-10,-0.005099485,0.005322294,-0.001771040,0.001051226,-0.000325895,4234510000,-0.004097152,-0.003471031,0.000916247,0.004230038,-0.000354384,0.006201556,-0.009536449,0.000073300,0.009026319,0.004280043,0.000851379
19-03-10,0.005082330,0.000471534,0.001223807,-0.005033488,-0.005099485,5212410000,-0.007649180,-0.011390754,-0.007079802,-0.003456138,0.001328292,-0.018215277,0.007482156,-0.000146692,0.005701889,0.015588662,0.000441989
22-03-10,0.007145391,-0.008115607,-0.001180991,-0.002122858,0.005082330,4261680000,0.004345581,0.013296186,0.008801246,0.004079369,-0.000991624,-0.004390637,0.007482156,0.000044000,-0.002168316,-0.006025022,-0.001990491
23-03-10,-0.005508385,0.007935593,0.005891058,0.009453131,0.007145391,4411640000,0.008033401,0.010763206,0.008248430,0.009498695,0.005142217,0.002700035,-0.004682661,-0.000029300,0.007299302,0.005724631,0.000287760
24-03-10,-0.001705629,0.005326688,-0.001431152,0.001871374,-0.005508385,4705750000,-0.009498279,-0.009636314,-0.006846724,-0.004849726,0.000757609,-0.016862637,0.003787087,0.000073300,0.010183660,0.008228037,0.018072649
25-03-10,0.000737463,-0.002279393,0.006500344,-0.000789327,-0.001705629,5668900000,-0.003049937,-0.006721580,-0.000562949,0.000466847,0.008732608,0.003490726,0.001277036,0.000044000,0.001864678,0.003569308,0.005408436
26-03-10,0.005667142,-0.002096159,-0.005741919,-0.003103283,0.000737463,4708420000,0.002431509,-0.000191448,-0.000951479,0.000843646,-0.004321702,0.015243157,0.015351349,-0.000058700,-0.007747835,-0.003569308,-0.000064900
29-03-10,0.000042617,0.000111335,0.000783385,0.005349512,0.005667142,4375580000,0.008248368,0.004819216,0.003846247,0.004184641,0.001349256,0.002282334,-0.000900703,-0.000044000,-0.005243709,-0.005527765,-0.000183787
30-03-10,-0.003278272,0.005159186,0.002533283,0.001035680,0.000042600,4085000000,-0.000560111,0.002474035,0.002629258,0.001060391,-0.006746929,-0.005629541,0.010022902,-0.000088000,0.004170316,-0.006161264,0.003561603
31-03-10,0.007386521,-0.001705394,-0.002780153,-0.002698433,-0.003278272,4484340000,-0.001733238,-0.007779399,-0.005294638,-0.004667338,0.001286128,0.008751409,-0.000649026,-0.000029300,-0.006194472,-0.007261757,0.007513183
01-04-10,0.007896758,-0.000443879,0.005831960,0.004211506,0.007386521,4006870000,0.012177493,0.007837882,0.001924784,0.006467243,0.011431697,0.012080342,0.013831836,0.000073400,-0.005553689,-0.007161935,0.003522446
05-04-10,0.001682879,0.006366141,0.005318353,0.006827302,0.007896758,3881620000,0.008174429,0.019788867,0.011154663,0.004244635,0.011431697,0.004489455,0.008404341,0.000073400,0.006903581,-0.000305904,0.005101510
06-04-10,-0.005894051,0.006174112,0.003420847,0.003438525,0.001682879,4086180000,0.000461679,0.005474844,0.002991984,-0.000324469,0.006160380,0.002144626,-0.005037669,-0.000058700,0.006588259,0.001681315,-0.005698385
07-04-10,0.003368670,0.001870073,-0.001847653,-0.004677935,-0.005894051,5101430000,-0.007690812,-0.002883780,-0.002321297,-0.006628122,-0.003170893,0.013241979,0.000931112,-0.000088000,0.003878825,0.001983371,-0.005184322
08-04-10,0.006661623,-0.005468414,-0.000883039,-0.001810940,0.003368670,4726970000,0.002534493,0.000257308,0.002321297,0.002707956,-0.008610225,0.001052169,-0.011097557,0.000014700,-0.000934892,-0.002747254,0.001188889
09-04-10,0.001765063,0.004828603,0.005127549,0.010185207,0.006661623,4511570000,0.008387361,0.004719848,0.007049914,0.006411138,0.010153609,0.009635252,0.003230749,-0.000308169,-0.010341909,-0.005670948,-0.002787010
12-04-10,0.000685109,0.006270981,0.003793042,0.006348001,0.001765063,4607090000,0.001663306,0.002997140,0.001555400,0.000783518,0.001160304,-0.004702237,0.004235800,0.000366857,-0.007045145,-0.000307456,0.000246857
13-04-10,0.011088384,0.000836512,-0.000133431,-0.004942260,0.000685109,5403580000,-0.000445023,0.002790192,0.003298228,0.001221318,-0.002773110,-0.004872180,-0.008090837,0.000029300,-0.000952187,-0.000153763,-0.000032200
14-04-10,0.000842168,0.002296807,0.009636169,0.008268075,0.011088384,5760040000,0.011792702,0.021505904,0.015639495,0.009365755,0.005987213,0.004093532,0.003905017,-0.000029300,-0.003408087,-0.006170003,0.001479909
15-04-10,-0.016257950,0.010027227,0.002697387,0.008150627,0.000842168,5995330000,-0.001203991,0.002502403,0.004314275,0.001927458,0.004939216,0.003335266,0.006129380,-0.000014700,0.005990488,0.000464073,-0.002983507
16-04-10,0.004511129,-0.000495675,-0.003093947,-0.018144590,-0.016257950,8108470000,-0.017647809,-0.013330473,-0.013780624,-0.011362185,-0.014003168,-0.019028123,-0.015339077,0.000044000,0.005144880,0.006628155,-0.009611824
19-04-10,0.008026026,-0.015077943,-0.010215866,-0.002607101,0.004511129,6597740000,0.001573001,-0.004516073,-0.000463582,0.006638436,-0.002806860,-0.001460522,-0.017574433,-0.000014700,0.001214657,0.001841904,0.003358434
20-04-10,-0.001019431,0.005838334,0.008901137,0.012893007,0.008026026,5316590000,0.009505059,0.014166816,0.008111810,0.002252230,0.009694645,0.004401481,-0.000741880,-0.000014700,0.003903889,-0.001841904,0.007660396
21-04-10,0.002261236,0.006749257,0.001992090,-0.000158473,-0.001019431,5724310000,-0.003191899,0.006410013,0.001718310,0.000706772,-0.010480582,0.005263308,0.017223137,0.000176043,0.003353232,-0.003231518,-0.001256545
22-04-10,0.007098280,-0.003851139,-0.000594732,-0.007249806,0.002261236,6035780000,-0.000240720,0.011119594,0.005756752,0.000841899,-0.010203185,-0.004544747,-0.012791962,-0.000102688,0.009064312,0.002463055,0.003689962
23-04-10,-0.004305721,0.004439123,0.005775386,0.012449593,0.007098280,5326060000,0.007661444,0.010310138,0.004388804,0.006266312,0.010255600,0.014047924,-0.003167832,0.000234700,-0.008528836,-0.000461361,0.005892794
26-04-10,-0.023659567,0.007587853,0.002068049,0.004941715,-0.004305721,5647760000,-0.003115887,-0.004132963,-0.002849738,0.000066900,0.005262436,-0.003634385,0.022766124,-0.000058700,-0.001339226,-0.005552999,-0.000532340
27-04-10,0.006441938,-0.005892089,-0.006926705,-0.024617888,-0.023659567,7454540000,-0.028343973,-0.024094911,-0.020615736,-0.019195959,-0.026486483,0.012423269,0.004188857,-0.000146690,0.017403295,0.014282666,-0.008083703
28-04-10,0.012860144,-0.021157519,-0.013572180,0.000160783,0.006441938,6342310000,0.004896149,0.001551612,0.000105195,0.004835456,-0.003020529,-0.001859684,-0.026008978,-0.000234749,-0.003297938,0.002893036,0.008722477
29-04-10,-0.016787736,0.007325855,0.011903269,0.009675417,0.012860144,6059410000,0.011872356,0.021026300,0.016129091,0.010989374,0.005569255,0.001071669,-0.026008978,0.000117381,-0.003706650,-0.009932086,0.000563911
30-04-10,0.013035200,0.011224790,-0.001133473,-0.005866500,-0.016787736,6048260000,-0.015254194,-0.029073654,-0.020402428,-0.014313962,-0.011547783,0.010230007,0.012065368,0.000029300,-0.002656044,0.003678729,-0.001948436
03-05-10,-0.024127171,-0.015188052,-0.002370376,0.001903239,0.013035200,4938050000,0.009152041,0.022382301,0.015141632,0.012925916,-0.011547783,0.002710419,0.012065368,-0.000146724,0.007419218,0.003360321,0.009144885
04-05-10,-0.006608358,0.007476733,-0.006351395,-0.017363698,-0.024127171,6594720000,-0.027671777,-0.032057760,-0.030264407,-0.020387868,-0.025939946,-0.009535861,0.012065368,0.000190737,0.018051504,0.007897975,0.000190072
05-05-10,-0.032888466,-0.023882085,-0.018159719,-0.008571714,-0.006608358,6795940000,-0.010857049,-0.015792642,-0.009099749,-0.005500711,-0.012871004,0.003469606,0.012065368,0.000117359,0.011471415,0.001964786,-0.009857314
06-05-10,-0.015426629,-0.004165209,-0.007143101,-0.083107596,-0.032888466,10617810000,-0.034495506,-0.038449159,-0.035010448,-0.032406405,-0.015260272,0.028209171,-0.033259031,-0.000044000,0.014377753,0.015729483,-0.031972649
07-05-10,0.043034725,-0.032594030,-0.028186049,0.026261498,-0.015426629,9472910000,-0.013747964,-0.029023415,-0.023554721,-0.013386322,-0.026580918,-0.000248231,-0.031445668,-0.000161379,-0.009774753,0.005484339,0.008223280
