eigen_values,explained_variance_ratio,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
4.5494098085620506e+17,0.999999999956058,-1.0573800587076401e-07,-1.0214238223093514e-07,-1.1354634121732332e-07,-1.0884458197174631e-07,0.9999999999990078,-7.668450698340901e-08,-4.5235744855419774e-07,-3.6703511107468087e-07,-1.032452532815824e-06,-2.719695478593168e-07,-1.560907566898803e-08,-6.727732672928535e-07,-1.6821024733705167e-11,4.760842567571565e-12,-9.518655367463376e-12,5.03701552808567e-10
18755537.720577173,4.1226309585157276e-11,0.07585944313791677,0.07619680711828189,0.07538576460341924,0.07575295696931592,1.3884057494060696e-06,0.03947697516698404,0.22727177059152323,0.274112097400799,0.808345204561026,0.08396963057929646,0.011459104630818914,0.4336647866640557,3.067399768160194e-05,-2.708682471298715e-06,7.307188929956518e-06,-0.0004564958235770981
1075614.2443898832,2.3642940284656223e-12,0.04149150880805827,0.042482640336788245,0.04252164716767026,0.04360227365597941,-1.0799219791487753e-07,-0.009004130084764377,-0.0007602500963821893,0.12730737026915945,0.4225198687662624,-0.03478582507721242,0.05061971649952961,-0.8911588073737436,0.00011971716419854255,2.794261999878136e-07,2.5889151335097942e-05,-0.004016038843915277
108418.57965557718,2.383135048567571e-13,-0.0015362982836643942,0.0039588163968481815,-0.011377397422813813,-0.004437655105777637,-2.0731400418281344e-07,-0.08746166509966855,-0.55605138500633,0.14623956802972957,0.13435214539322562,-0.7927462425610257,-0.04689308016777476,0.11357310552873644,5.342256735219144e-05,1.2662822962390964e-05,-3.0066287031267406e-05,0.003035369267086383
29436.412017062634,6.470380390961794e-14,-0.09575172754556996,-0.09047873819085353,-0.09574553189559255,-0.09051807629401055,-1.8505192362667477e-08,-0.08904259263232389,0.37066751122610025,-0.795580943001376,0.24149361662796873,-0.3566789814294937,0.038245667723286775,-0.0002601657174644198,-0.0004712205644941861,-8.032573889613632e-05,-0.00010106263785033408,0.0032173559261543727
16265.847074512849,3.575375215304973e-14,-0.08710077772655793,-0.09147685316502917,-0.09491458823540119,-0.09960740710659605,-4.0173229208762e-08,-0.028258104424899445,-0.6911511323101635,-0.4030889679519154,0.2963040715953643,0.47657137708646696,-0.08615178447684074,0.04246959847382835,0.0007589246000576501,7.966000153640506e-05,0.00019529591199421981,-0.0017616703133229452
3522.0490958505934,7.741771447072725e-15,0.1676455412331218,0.14157039326452164,0.12587964095273427,0.10155179404948643,-5.855227615125803e-09,-0.47046580615467604,-0.09431748206940802,-0.05073280540926689,-0.03031671915939294,0.060219598960662736,0.8278675872935546,0.053464855602362416,0.00024071081195037853,9.508899736173967e-05,4.7572999894733856e-05,-0.010856332849452194
1201.1168546639058,2.64015972434624e-15,-0.5045086516117194,-0.3753766111530365,-0.4445286706974628,-0.2917659960634659,-4.595695801733916e-09,0.2701133391093669,0.029735381901526768,0.21945819490944357,0.05047088940714714,-0.02055454576470363,0.44298513467392153,0.0017312109372811576,-0.0025157919150771394,-0.0003765533207451173,-0.0002305116197843113,-0.02465412142385743
764.462541240488,1.680355416142479e-15,-0.2885035913640598,-0.1891417020928341,-0.18547592919442152,-0.07513770791793069,2.0586035619006832e-09,-0.8259548115600477,0.11383190582346028,0.1913656103583449,0.016737240106288725,0.06938975381751761,-0.31956913084700256,-0.012505338255841417,-0.001900761061574396,-0.0001798619677948428,-0.00040578825509971433,0.042243964821910805
118.7393870894023,2.609995407771697e-16,0.5451426859226451,0.25877389020337055,-0.4483756875324769,-0.6525460425211788,-4.711427474092082e-09,-0.05975815192249229,0.033791442131329126,0.053522772906099254,0.006109098242011003,0.005100257977581955,-0.033152265893615855,-0.00650980391754695,-0.006016806380597945,-0.0011107982210918868,-0.000789034395201909,-0.013341778406219333
59.229598959285646,1.3019183025721729e-16,-0.25916675412721046,0.6562502991259153,-0.5639747745518504,0.42567612640308583,-4.402418692225239e-09,0.024590943411108623,-0.012614716606304937,-0.039951583807543156,-0.010090037775609167,0.007741527065184018,-0.017012062217233715,0.0011013647159601044,0.004545918718935973,0.0006687868696590483,0.0006496378773068595,0.008158116164124126
15.82866501514108,3.479278781317036e-17,-0.495463126197419,0.5301738210107246,0.4549870584156164,-0.5145966982798048,1.9891535694559206e-11,-0.004752073007068502,0.0017139788476019074,0.00451632319450002,0.0005447986099942487,-9.745272808228286e-06,0.0008959816229948826,-8.497669421351571e-05,-0.0044797856570662495,-0.0009982088502395823,-0.0007863985053137328,-0.0392468796618332
5.993573363668031,1.3174397593561865e-17,-0.008142940597656457,0.019542456954336915,0.015133928223625732,-0.03508861369161065,2.453076820665442e-11,0.03581197812999365,-0.005102650558211865,4.396279151123417e-05,0.0018007684851761407,0.001512792330963511,0.033289771287470106,-0.0026036136713664727,0.0059194697634486464,0.0033692206483387547,-0.0008719489203232722,0.9978052568001591
0.00676397440033031,1.4867806341172424e-20,-0.00043835013471631965,0.00047623400015795885,-0.0003531746047459385,0.008950060642698045,-5.4633815958131124e-12,0.001522918580966158,-0.0013553965789925829,-0.0013675847253239756,-4.598077022508349e-05,0.00044543122761797496,-6.652048585474785e-05,6.661634100626833e-06,-0.995158662281147,-0.020108422251500238,-0.09555294513220162,0.006135469746470023
0.00036608607839005503,8.046891658012202e-22,2.7685877589699207e-05,0.00014984214094037444,9.769002038990242e-05,-0.001425770333170203,2.3247638889506976e-13,-0.00021029677199382857,0.00019099731776907425,0.00016323741238612684,2.388399501114183e-05,-7.059671980208629e-05,-0.00010338500809602832,-8.999951107530664e-06,-0.03959573136738353,0.9776811348300669,0.20630320361804194,-0.0029284079784295362
0.00010434003551549421,2.2934850871104196e-22,8.370340698854655e-05,-6.529546691488285e-05,-0.00015694740654628513,0.00017604251394092498,-5.91014543685786e-13,0.00010619650501794471,-7.645628172116068e-05,-3.644798088854939e-05,2.294693090827542e-05,7.668800392654726e-05,1.9988241676434506e-05,-2.138088484734235e-06,0.08926714300763114,0.2090957306698226,-0.9738100068733316,-0.00208109385369251
